1.620000000000000000e+07,1.981529999999999958e-01
1.630000000000000000e+07,1.930920000000000136e-01
1.640000000000000000e+07,1.881919999999999982e-01
1.650000000000000000e+07,1.834510000000000030e-01
1.660000000000000000e+07,1.788659999999999972e-01
1.670000000000000000e+07,1.744360000000000077e-01
1.680000000000000000e+07,1.701570000000000027e-01
1.690000000000000000e+07,1.660250000000000059e-01
1.700000000000000000e+07,1.620379999999999876e-01
1.710000000000000000e+07,1.581919999999999993e-01
1.720000000000000000e+07,1.544820000000000082e-01
1.730000000000000000e+07,1.509060000000000124e-01
1.740000000000000000e+07,1.474600000000000077e-01
1.750000000000000000e+07,1.441399999999999904e-01
1.760000000000000000e+07,1.409410000000000107e-01
1.770000000000000000e+07,1.378600000000000103e-01
1.780000000000000000e+07,1.348939999999999861e-01
1.790000000000000000e+07,1.320379999999999887e-01
1.800000000000000000e+07,1.292889999999999873e-01
1.810000000000000000e+07,1.266430000000000056e-01
1.820000000000000000e+07,1.240969999999999990e-01
1.830000000000000000e+07,1.216460000000000041e-01
1.840000000000000000e+07,1.192890000000000061e-01
1.850000000000000000e+07,1.170199999999999990e-01
1.860000000000000000e+07,1.148369999999999946e-01
1.870000000000000000e+07,1.127370000000000039e-01
1.880000000000000000e+07,1.107159999999999950e-01
1.890000000000000000e+07,1.087719999999999937e-01
1.900000000000000000e+07,1.069019999999999970e-01
1.910000000000000000e+07,1.051020000000000010e-01
1.920000000000000000e+07,1.033710000000000045e-01
1.930000000000000000e+07,1.017050000000000037e-01
1.940000000000000000e+07,1.001019999999999965e-01
1.950000000000000000e+07,9.855899999999999384e-02
1.960000000000000000e+07,9.707449999999999413e-02
1.970000000000000000e+07,9.564580000000000304e-02
1.980000000000000000e+07,9.427080000000000182e-02
1.990000000000000000e+07,9.294729999999999659e-02
2.000000000000000000e+07,9.167379000000000500e-02
2.100000000000000000e+07,8.629515999999999576e-02
2.200000000000000000e+07,7.337572000000000538e-02
2.400000000000000000e+07,6.402544999999999764e-02
2.570000000000000000e+07,5.596170000000000311e-02
2.800000000000000000e+07,4.651265000000000260e-02
3.000000000000000000e+07,4.052395000000000302e-02
3.200000000000000000e+07,3.552181000000000088e-02
3.400000000000000000e+07,3.130999999999999756e-02
3.600000000000000000e+07,2.628710000000000074e-02
3.800000000000000000e+07,2.405950000000000102e-02
4.000000000000000000e+07,2.147690000000000016e-02
4.500000000000000000e+07,1.555999999999999918e-02
5.000000000000000000e+07,1.184200000000000010e-02
5.500000000000000000e+07,9.253608999999999446e-03
6.000000000000000000e+07,7.802619000000000221e-03
6.500000000000000000e+07,5.919049000000000012e-03
7.000000000000000000e+07,5.050940000000000291e-03
7.500000000000000000e+07,4.252309999999999597e-03
8.000000000000000000e+07,3.567639999999999961e-03
9.000000000000000000e+07,3.257130999999999915e-03
9.600000000000000000e+07,2.722909999999999827e-03
1.000000000000000000e+08,2.731370999999999799e-03
1.100000000000000000e+08,2.364409999999999949e-03
1.200000000000000000e+08,1.951990000000000018e-03
1.300000000000000000e+08,1.716209999999999914e-03
1.400000000000000000e+08,1.370860000000000004e-03
1.500000000000000000e+08,1.771940000000000060e-03
